tokenId,name,description,image,background,skins,clothes,necklaces,mouth,eyes,glasses,tops,back,earings
378,POLC 378,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",378.png,purple,brown,bk banan tshirt,,bubblegum,cyan light,purple vr,,,
397,POLC 397,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",397.png,Pink Bubble,brown,black tanktop,gold,happy,focus,,,,
1208,POLC 1208,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1208.png,sky blue,cyan,orange crewneck,gold brick,whiser,dizzy,,mint anchor,,
47,POLC 47,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",47.png,mintz,black,,,rainbow,happiez,,,,
1080,POLC 1080,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1080.png,mintz,latte,prisoner suit,,gummy,stars,,wizard,,
959,POLC 959,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",959.png,sky blue,green,punk suit,,bored,focus,blue neon,,,silver circle.PNG
689,POLC 689,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",689.png,greenz,blue,polc tshirz,,gummy,focus,red neon,red beanie,,
1346,POLC 1346,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1346.png,greenz,black,polc tshirz,,smile,reg,,red beanie,katana,
373,POLC 373,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",373.png,mintz,blue,oldblue crewneck,,whiser,stars,black movie,,,
723,POLC 723,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",723.png,glitch,brown,,,yummy,focus,pink,,katana,
236,POLC 236,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",236.png,pinkz,brown,orange varsity,,gummy,puffy,,,,
1203,POLC 1203,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1203.png,mintz,blue,oldblu tiedye,,blob,glassy,red neon,,wood,
666,POLC 666,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",666.png,Pink Bubble,black,punk suit,,dum,god,,brown beanie,,
148,POLC 148,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",148.png,mintz,black,red buffalocheck,,whiser,stars,,brown beanie,katana,silver.PNG
1487,POLC 1487,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1487.png,melon,gold,mint kimono,goldener,big pee,dizzy,,wizard,,
518,POLC 518,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",518.png,bluez,black,green varsity,,rainbow,boredz,red neon,,katana,triple gold.PNG
10,POLC 10,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",10.png,orangez,brown,blue tiedye,,happy,glassy,,black cap,,
1038,POLC 1038,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1038.png,yellowz,green,black shirt,gold,dum,happiez,,,wood,
1192,POLC 1192,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1192.png,greenz,latte,blue fire,,whiser,happiez,,yellow og,,trippie silver.PNG
1468,POLC 1468,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1468.png,bluez,brown,bk banan tshirt,,gummy,blue laser,,,,
774,POLC 774,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",774.png,redz,drippy,pink puffer,,small pee,shock,,,katana,
324,POLC 324,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",324.png,trippz,mecha,orange puffer,,crongz,shock,,,katana,
1311,POLC 1311,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1311.png,yellowz,blue,yellow jersey,,rainbow,reg,,,wood,
631,POLC 631,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",631.png,orangez,brown,,,yawn,reg,,yellow pol cap,,
1254,POLC 1254,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1254.png,bluez,brown,yellow tshirt,gold,small pee,dollars,,latte bc,,triple silver.PNG
261,POLC 261,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",261.png,Green Bubble,blue,pink tiedye,,smile,reg,,,,
1491,POLC 1491,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1491.png,mintz,cyan,red christmas,,sad,love,pixel,toycap,,
1184,POLC 1184,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1184.png,Blue Bubble,brown,green fire,,sad,focus,,blue og,katana,
918,POLC 918,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",918.png,bluez,drippy,red tanktop,,yawn,reg,,,katana,silver.PNG
1307,POLC 1307,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1307.png,yellowz,latte,prisoner suit,,smoking,focus,blue neon,,,
332,POLC 332,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",332.png,orangez,gold,blue pufferz,,smile,focus,,angle ring,wood,silver circle.PNG
298,POLC 298,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",298.png,sky blue,blue,orange jersey,,bored,sleep,,santa hat,,
762,POLC 762,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",762.png,melon,brown,gray varsity,,whiser,boredz,black movie,,wood,
277,POLC 277,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",277.png,Pink Bubble,black,green fire,gold pol,smile,cocke,white movie,mexician,,
1242,POLC 1242,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1242.png,yellowz,brown,,,dum,sadz,,mint fire,,
627,POLC 627,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",627.png,yellowz,green,red buffalocheck,,sad,happiez,,latte bc,,silver.PNG
109,POLC 109,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",109.png,Green Bubble,black,red christmas,goldener,yummy,puffy,,,,
1096,POLC 1096,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1096.png,greenz,brown,rainbow tiedye,,gummy,cocke,black movie,white cap,,
559,POLC 559,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",559.png,greenz,blue,,,smoking,happiez,purple vr,,,
51,POLC 51,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",51.png,Pink Bubble,blue,black polc,,sad,stars,,,,
1079,POLC 1079,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1079.png,orangez,brown,blue fire,,yummy,fire,black movie,black cap,,
1429,POLC 1429,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1429.png,pinkz,black,bk friends tshirt,,gummy,cyan light,,,,
735,POLC 735,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",735.png,pinkz,mecha,pink puffer,,happy,fire,,,,
365,POLC 365,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",365.png,redz,blue,bk friends tshirt,,whiser,dizzy,,,,
1350,POLC 1350,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1350.png,trippz,brown,wt chimp tshirt,,smoking,sleep,blue vr,beaniez,katana,triple silver.PNG
670,POLC 670,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",670.png,orangez,black,mint kimono,,small pee,reg,,yellow og,,silver circle.PNG
1215,POLC 1215,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1215.png,mangaz,mecha,,,crongz,happiez,,,,trippie gold.PNG
220,POLC 220,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",220.png,yellowz,brown,,,happy,happiez,black movie,,,
934,POLC 934,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",934.png,Blue Bubble,blue,green varsity,,yawn,dizzy,,red beanie,,
1002,POLC 1002,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1002.png,sky blue,green,fomo hoodie,,yummy,god,blue neon,,,
467,POLC 467,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",467.png,greenz,latte,rainbow tiedye,,big pee,fire,,,,triple silver.PNG
1452,POLC 1452,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1452.png,orangez,brown,yellow tanktop,,dum,dollars,,,,
1147,POLC 1147,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1147.png,mintz,blue,brown jumpsuit,,blob,sleep,red vr,,wood,
488,POLC 488,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",488.png,greenz,drippy,sky varsity,,crongz,reg,,red bc,wood,
172,POLC 172,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",172.png,mangaz,latte,orange buffalocheck,,crongz,happiez,,black bc,wood,
522,POLC 522,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",522.png,glitch,blue,black polc,,happy,stars,,,,silver circle.PNG
871,POLC 871,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",871.png,mintz,black,prisoner suit,,sad,puffy,mint neon,,,trippie gold.PNG
1281,POLC 1281,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1281.png,orangez,latte,blue jersey,,yummy,boredz,,,,gold circle.PNG
1405,POLC 1405,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1405.png,yellowz,green,blue hoodiez,,gummy,shock,white movie,,,
430,POLC 430,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",430.png,mintz,mecha,cool hoodie,,gummy,boredz,yellow neon,white gamer,,
1055,POLC 1055,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1055.png,Blue Bubble,green,,,bubblegum,shock,,,,
963,POLC 963,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",963.png,sky blue,drippy,black tanktop,silver brick,small pee,god,mint neon,beaniez,,triple gold.PNG
92,POLC 92,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",92.png,redz,brown,orange buffalocheck,silverner,happy,dizzy,red neon,,,
826,POLC 826,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",826.png,redz,latte,orange puffer,,smile,god,white movie,,,triple gold.PNG
575,POLC 575,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",575.png,Blue Bubble,blue,red christmas,,big pee,love,red vr,,,silver.PNG
125,POLC 125,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",125.png,yellowz,brown,,silverner,yummy,love,,cream pol cap,,
1110,POLC 1110,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1110.png,trippz,gold,black crewneck,,dum,blue laser,,anchor cap,,
1239,POLC 1239,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1239.png,greenz,mecha,orange kimono,,meh pee,dizzy,red vr,yellow fire,,silver.PNG
1393,POLC 1393,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1393.png,sunset,brown,blue buffalocheck,gold brick,crongz,happiez,white movie,,,
349,POLC 349,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",349.png,pinkz,black,polc tshirz,gold pol,blob,shock,,mocha bc,,
719,POLC 719,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",719.png,mintz,brown,,,sad,god,blue neon,red mohawk,,
84,POLC 84,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",84.png,melon,blue,gray tshirtz,,small pee,fire,,,,
0,POLC 0,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",0.png,pinkz,brown,blue kimono,,happy,glassy,yellow neon,,katana,
975,POLC 975,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",975.png,mintz,latte,,,yummy,sleep,,santa hat,,
1043,POLC 1043,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1043.png,Pink Bubble,black,white shirt,,smile,love,red neon,,,
426,POLC 426,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",426.png,pinkz,brown,green varsity,goldener,blob,dollars,yellow neon,black bc,,
1413,POLC 1413,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1413.png,greenz,brown,wt banana tshirt,,yawn,sleep,,,,
1106,POLC 1106,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1106.png,pinkz,gold,,,blob,focus,black movie,purple mohawk,,
133,POLC 133,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",133.png,mintz,gold,wt banana tshirt,,rainbow,boredz,mint neon,,wood,trippie gold.PNG
563,POLC 563,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",563.png,greenz,brown,blue buffalocheck,gold brick,sad,focus,blackz,santa hat,wood,
830,POLC 830,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",830.png,trippz,green,red buffalocheck,silverner,big pee,cyan light,pixel,banana cap,,
1385,POLC 1385,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1385.png,Blue Bubble,latte,cream shirt,,meh pee,glassy,red neon,,,
1444,POLC 1444,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1444.png,sky blue,green,chimp crewneck,gold,sad,love,,,,
471,POLC 471,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",471.png,redz,blue,orange crewneck,,whiser,dizzy,purple vr,,,
1014,POLC 1014,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1014.png,orangez,mecha,cyan hoodie,,happy,sadz,pink,blue og,,
888,POLC 888,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",888.png,sky blue,brown,blue jersey,,bubblegum,love,,santa hat,,gold circle.PNG
922,POLC 922,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",922.png,purple,cyan,orange jumpsuit,,whiser,reg,mint neon,yellow pol cap,,
867,POLC 867,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",867.png,yellowz,gold,,silverner,big pee,red laser,,,,
534,POLC 534,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",534.png,trippz,green,polc tshirz,,dum,reg,,mohawk,katana,
1501,POLC 1501,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1501.png,rainbow,brown,,,yummy,puffy,,blue pol cap,,
164,POLC 164,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",164.png,greenz,blue,,,big pee,cyan light,pink,white cap,,trippie gold.PNG
1151,POLC 1151,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1151.png,sky blue,latte,sad hoodie,,blob,cocke,,latte bc,,
1278,POLC 1278,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1278.png,yellowz,latte,yellow jersey,,small pee,stars,,,,
308,POLC 308,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",308.png,pinkz,blue,gray tshirtz,,meh pee,fire,,,,
758,POLC 758,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",758.png,trippz,green,,goldener,dum,glassy,blue neon,red bc,,trippie gold.PNG
1297,POLC 1297,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1297.png,bluez,black,black polc,,yummy,focus,,,,
685,POLC 685,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",685.png,trippz,green,red tanktop,silverz,yummy,fire,,toycap,,
390,POLC 390,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",390.png,pinkz,gold,orange varsity,goldener,gummy,stars,,,,
1126,POLC 1126,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1126.png,mintz,black,,,bored,shock,,devil horn,,
113,POLC 113,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",113.png,Green Bubble,brown,red shirt,,bubblegum,love,blackz,,,
543,POLC 543,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",543.png,yellowz,brown,cyan hoodie,,blob,love,red vr,banana cap,,
810,POLC 810,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",810.png,orangez,blue,,,happy,dollars,,beaniez,,
955,POLC 955,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",955.png,comicz,blue,red jersey,,crongz,puffy,,cream pol cap,,
1063,POLC 1063,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1063.png,sky blue,cyan,black puffer jacket,,bored,sleep,red vr,,,
406,POLC 406,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",406.png,orangez,brown,,gold,bubblegum,focus,,red mohawk,,
1433,POLC 1433,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1433.png,sunset,blue,rainbow tiedye,,smile,happiez,purple vr,,wood,
